scientific_name,common_names,category,park_name,observations,conservation_status
Forsythia suspensa,"Forsythia, Weeping Forsythia",Vascular Plant,Great Smoky Mountains National Park,104,
Polygonum hydropiper,"Annual Smartweed, Marshpepper Knotweed, Mild Water-Pepper",Vascular Plant,Yellowstone National Park,228,
Juncus longii,Long's Rush,Vascular Plant,Great Smoky Mountains National Park,67,
Arabis sparsiflora var. arcuata,Elegant Rockcress,Vascular Plant,Yosemite National Park,109,
Sorbus scopulina var. scopulina,"Cascade Mountain-Ash, Greene's Mountain-Ash",Vascular Plant,Yosemite National Park,156,
Botrychium simplex,Least Moonwort,Vascular Plant,Yellowstone National Park,275,
Botrychium simplex,"Least Moonwort, Little Grapefern",Vascular Plant,Yellowstone National Park,275,
Castilleja applegatei ssp. pinetorum,Wavyleaf Indian Paintbrush,Vascular Plant,Great Smoky Mountains National Park,39,
Shortia galacifolia,Oconee Bells,Vascular Plant,Great Smoky Mountains National Park,73,Species of Concern
Anas crecca,Green-Winged Teal,Bird,Bryce National Park,72,
Penstemon azureus var. angustissimus,Azure Penstemon,Vascular Plant,Yosemite National Park,150,
Leonurus cardiaca,"Common Mother-Wort, Motherwort",Vascular Plant,Great Smoky Mountains National Park,92,
Lomatium cous,"Cous Biscuitroot, Cous' Biscuitroot, Cous-Root Desert-Parsley",Vascular Plant,Yosemite National Park,122,
Mentzelia decapetala,"Evening Starflower, Gumbo-Lily, Tenpetal Blazingstar, Tenpetal Mentzelia, Tenpetal Stickleaf",Vascular Plant,Bryce National Park,70,
Cephalozia bicuspidata ssp. lammersiana,Lammers' Cephalozia,Nonvascular Plant,Yellowstone National Park,246,
Isotria verticillata,"Large Whorled Pogonia, Whorled Pogonia",Vascular Plant,Yosemite National Park,172,
Anthus rubescens,American Pipit,Bird,Great Smoky Mountains National Park,105,
Anthus rubescens,Water Pipit,Bird,Great Smoky Mountains National Park,105,
Dioscorea quaternata,Wild Yam,Vascular Plant,Yellowstone National Park,201,
Consolida ajacis,Garden Larkspur,Vascular Plant,Yellowstone National Park,295,
Camissonia contorta,"Contorted Suncup, Plains Evening Primrose, Plains Eveningprimrose, Plains Evening-Primrose",Vascular Plant,Yellowstone National Park,261,
Ophioglossum vulgatum,"Southern Adderstongue, Southern Adder's-Tongue",Vascular Plant,Great Smoky Mountains National Park,36,
Stellaria crassifolia,"Fleshy Starwort, Thickleaved Chickweed",Vascular Plant,Bryce National Park,127,
Haemorhous purpureus,Purple Finch,Bird,Yellowstone National Park,287,
Silene lemmonii,Lemmon's Catchfly,Vascular Plant,Yellowstone National Park,271,
Scirpus cernuus,Low Bulrush,Vascular Plant,Yellowstone National Park,251,
Juncus covillei var. obtusatus,Coville's Rush,Vascular Plant,Yosemite National Park,126,
Eurycea cirrigera,Southern Two-Lined Salamander,Amphibian,Yosemite National Park,162,
Calycanthus floridus var. floridus,Eastern Sweetshrub,Vascular Plant,Yellowstone National Park,259,
Veronica peregrina,Purslane Speedwell,Vascular Plant,Yosemite National Park,151,
Athene cunicularia,Burrowing Owl,Bird,Great Smoky Mountains National Park,93,
Orbexilum pedunculatum,Sampson's Snakeroot,Vascular Plant,Yosemite National Park,148,
Carduelis pinus,Pine Siskin,Bird,Yellowstone National Park,212,
Androsace occidentalis,"Western Rockjasmine, Western Rock-Jasmine",Vascular Plant,Great Smoky Mountains National Park,50,
Anomodon rugelii,Rugel's Anomodon Moss,Nonvascular Plant,Yosemite National Park,188,
Arctostaphylos uva-ursi,"Bearberry, Bearberry Manzanita, Kinnikinnick, Mealberry",Vascular Plant,Bryce National Park,123,
Lindernia dubia var. dubia,False Pimpernel,Vascular Plant,Yosemite National Park,165,
Ceratodon purpureus,Ceratodon Moss,Nonvascular Plant,Yosemite National Park,147,
Digitaria ischaemum,"Small Crabgrass, Smooth Crab Grass, Smooth Crabgrass",Vascular Plant,Yosemite National Park,150,
Digitaria ischaemum,Smooth Crabgrass,Vascular Plant,Yosemite National Park,150,
Cephalozia lunulifolia,Cephalozia,Nonvascular Plant,Great Smoky Mountains National Park,66,
Acer glabrum var. torreyi,Torrey's Maple,Vascular Plant,Yellowstone National Park,282,
Salix fragilis,Crack Willow,Vascular Plant,Yellowstone National Park,249,
Galium sparsiflorum ssp. sparsiflorum,Sequoia Bedstraw,Vascular Plant,Yellowstone National Park,261,
Plagiobothrys torreyi var. diffusus,Torrey's Popcornflower,Vascular Plant,Yosemite National Park,134,Species of Concern
Aronia arbutifolia,"Hairy Chokeberry, Red Chokeberry",Vascular Plant,Bryce National Park,110,
Pseudotriton ruber nitidus,Blue Ridge Red Salamander,Amphibian,Bryce National Park,82,
Matricaria matricarioides,"Disc Mayweed, Pineappleweed",Vascular Plant,Bryce National Park,69,
Falco sparverius,American Kestrel,Bird,Yellowstone National Park,211,
Pogonatum pensilvanicum,Pennsylvania Pogonatum Moss,Nonvascular Plant,Bryce National Park,82,
Carex albicans var. albicans,Sedge,Vascular Plant,Yosemite National Park,152,
Mnium carolinianum,Carolina Mnium,Nonvascular Plant,Bryce National Park,66,
Apalone spinifera spinifera,"Eastern Spiny Softshell, Northern Spiny Softshell Turtle",Reptile,Bryce National Park,84,
Crotalaria sagittalis,Arrowhead Rattlebox,Vascular Plant,Yosemite National Park,173,
Juncus hallii,"Hall Rush, Hall's Rush",Vascular Plant,Yellowstone National Park,266,
Sedum rhodanthum,Redpod Stonecrop,Vascular Plant,Yosemite National Park,143,
Glyceria grandis,"American Mannagrass, Manna Grass",Vascular Plant,Yellowstone National Park,271,
Danthonia sericea,"Downy Oat Grass, Silky Oat-Grass",Vascular Plant,Bryce National Park,111,
Salvia nemorosa,Woodland Sage,Vascular Plant,Bryce National Park,88,
Oreamnos americanus,"Mountain Goat, Mountain Goat, Rocky Mountain Goat",Mammal,Bryce National Park,116,
Goodyera oblongifolia,"Rattlesnake Plantain, Western Rattlesnake Plantain",Vascular Plant,Yosemite National Park,103,
Solidago canadensis var. scabra,Canada Goldenrod,Vascular Plant,Yellowstone National Park,234,
Pholistoma auritum var. auritum,Blue Fiestaflower,Vascular Plant,Bryce National Park,112,
Juncus gymnocarpus,"Few-Seeded Rush, Naked-Fruited Rush",Vascular Plant,Bryce National Park,129,
Rosa bridgesii,Pygmy Rose,Vascular Plant,Yosemite National Park,131,
Senecio flaccidus var. douglasii,"Douglas' Groundsel, Douglas' Ragwort, Douglas' Senecio",Vascular Plant,Great Smoky Mountains National Park,72,
Solidago flaccidifolia,"Appalachian Golden-Rod, Thin-Leaved Goldenrod",Vascular Plant,Yosemite National Park,148,
Delphinium nuttallianum,"Low Larkspur, Nuttall's Larkspur, Twolobe Larkspur, Two-Lobe Larkspur",Vascular Plant,Great Smoky Mountains National Park,86,
Rhynchosia tomentosa,"Hairy Rhynchosia, Hairy Snoutbean",Vascular Plant,Yosemite National Park,160,
Sonchus arvensis ssp. uliginosus,Moist Sowthistle,Vascular Plant,Bryce National Park,121,
Rudbeckia laciniata var. digitata,Cutleaf Coneflower,Vascular Plant,Yellowstone National Park,255,
Melanerpes lewis,"Lewis' Woodpecker, Lewis's Woodpecker",Bird,Bryce National Park,112,
Melanerpes lewis,Lewis's Woodpecker,Bird,Bryce National Park,112,
Monarda fistulosa var. menthifolia,"Mintleaf Bergamot, Wild Bergamot",Vascular Plant,Bryce National Park,55,
Clematis hirsutissima var. hirsutissima,Hairy Clematis,Vascular Plant,Yosemite National Park,148,
Phoradendron leucarpum,American Mistletoe,Vascular Plant,Yellowstone National Park,239,
Phrynosoma coronatum,Coast Horned Lizard,Reptile,Yellowstone National Park,226,
Rudbeckia triloba,"Brown-Eyed Susan, Hree-Lobed Black-Eyed Susan",Vascular Plant,Great Smoky Mountains National Park,67,
Masticophis lateralis lateralis,California Striped Racer (Whipsnake),Reptile,Bryce National Park,78,
Elymus multisetus,"Big Squirreltail, Big Wild Rye",Vascular Plant,Bryce National Park,114,
Vermivora celata,Orange-Crowned Warbler,Bird,Yellowstone National Park,281,
Juncus,Rush,Vascular Plant,Yellowstone National Park,255,
Juncus dubius,"Dubius Rush, Mariposa Rush, Questionable Rush",Vascular Plant,Great Smoky Mountains National Park,57,
Galium boreale,Northern Bedstraw,Vascular Plant,Bryce National Park,79,
Fontinalis sullivantii,Sullivant's Fontinalis Moss,Nonvascular Plant,Yosemite National Park,159,
Solidago nemoralis var. nemoralis,Gray Goldenrod,Vascular Plant,Yosemite National Park,169,
Ephemerum spinulosum,Ephemerum Moss,Nonvascular Plant,Great Smoky Mountains National Park,53,
Aeronautes saxatalis,White-Throated Swift,Bird,Great Smoky Mountains National Park,77,
Phalaropus lobatus,Red-Necked Phalarope,Bird,Bryce National Park,110,
Gavia immer,Common Loon,Bird,Yellowstone National Park,190,Species of Concern
Gavia immer,"Common Loon, Great Northern Diver, Great Northern Loon",Bird,Yellowstone National Park,190,Species of Concern
Draba globosa,Beavertip Draba,Vascular Plant,Bryce National Park,83,
Agrostis capillaris,"Colonial Bent, Colonial Bentgrass",Vascular Plant,Yellowstone National Park,267,
Agrostis capillaris,Rhode Island Bent,Vascular Plant,Yellowstone National Park,267,
Arabis hirsuta var. glabrata,Mountain Rockcress,Vascular Plant,Yellowstone National Park,248,
Anthus rubescens,American Pipit,Bird,Yosemite National Park,132,
Anthus rubescens,Water Pipit,Bird,Yosemite National Park,132,
Erigeron pumilus var. gracilior,Shaggy Fleabane,Vascular Plant,Yellowstone National Park,229,
Hexastylis arifolia,"Little Brown Jug, Little Brown Jugs",Vascular Plant,Yellowstone National Park,248,
Penstemon whippleanus,"Dark Beardtongue, Whipple's Penstemon",Vascular Plant,Great Smoky Mountains National Park,86,
Pseudognaphalium macounii,Macoun's Cudweed,Vascular Plant,Bryce National Park,76,
Amaranthus hybridus,"Amaranthus, Smooth Amaranth",Vascular Plant,Yosemite National Park,163,
Antennaria anaphaloides,"Pearly Pussytoes, Pussytoes, Tall Everlasting",Vascular Plant,Yosemite National Park,158,
Puma concolor,"Cougar, Mountain Lion, Puma",Mammal,Bryce National Park,128,
Puma concolor,Mountain Lion,Mammal,Bryce National Park,128,
Puma concolor,Panther (Mountain Lion),Mammal,Bryce National Park,128,
Lonicera canadensis,"American Fly-Honeysuckle, Canadian Honeysuckle",Vascular Plant,Great Smoky Mountains National Park,71,
Lychnis coronaria,Rose Campion,Vascular Plant,Great Smoky Mountains National Park,87,
Nemophila maculata,Fivespot,Vascular Plant,Yellowstone National Park,231,
Tadarida brasiliensis,Mexican Free-Tailed Bat,Mammal,Great Smoky Mountains National Park,71,
Galactia volubilis,Downy Milkpea,Vascular Plant,Yosemite National Park,159,
Solidago multiradiata var. scopulorum,"Manyray Goldenrod, Rocky Mountain Goldenrod",Vascular Plant,Yellowstone National Park,251,
Lycopus americanus,American Bugleweed,Vascular Plant,Great Smoky Mountains National Park,100,
Lycopus americanus,"American Bugleweed, American Water Horehound, American Waterhorehound, Cut-Leaf Water-Horehound, Water Horehound, Waterhorehound",Vascular Plant,Great Smoky Mountains National Park,100,
Ericameria nauseosa var. nauseosa,Rubber Rabbitbrush,Vascular Plant,Great Smoky Mountains National Park,52,
Scolopax minor,American Woodcock,Bird,Yellowstone National Park,264,
Elodea canadensis,"Broad Waterweed, Canada Waterweed, Canadian Waterweed",Vascular Plant,Bryce National Park,93,
Pleuricospora fimbriolata,"Fringed Pinesap, Sierra Sap",Vascular Plant,Yellowstone National Park,237,
Verbesina virginica,White Crownbeard,Vascular Plant,Yellowstone National Park,253,
Erigeron strigosus,"Daisy Fleabane, Daisy-Fleabane",Vascular Plant,Yosemite National Park,152,
Erigeron strigosus,"Daisy Fleabane, Prairie Fleabane, Rough Fleabane",Vascular Plant,Yosemite National Park,152,
Clematis ligusticifolia,"Hierba De Chivo, Old-Man's-Beard, Virgins Bower, Virginsbower, Virgin's-Bower, Western White Clematis",Vascular Plant,Bryce National Park,85,
Cynoglossum occidentale,Western Hound's Tongue,Vascular Plant,Yosemite National Park,170,
Euonymus atropurpureus,Wahoo,Vascular Plant,Yosemite National Park,137,
Erigeron peregrinus var. callianthemus,Subalpine Fleabane,Vascular Plant,Yellowstone National Park,264,
Symphoricarpos occidentalis,"Western Snowberry, Wolfberry",Vascular Plant,Yellowstone National Park,237,
Dicentra canadensis,"Squirrel Corn, Squirrel-Corn",Vascular Plant,Great Smoky Mountains National Park,74,
Platanthera grandiflora,"Large Purple-Fringe Orchis, Larger Purple-Fringed Orchid",Vascular Plant,Great Smoky Mountains National Park,68,
Carex lemmonii,Lemmon's Sedge,Vascular Plant,Yosemite National Park,157,
Pica hudsonia,Black-Billed Magpie,Bird,Yellowstone National Park,225,
Pica hudsonia,"Black-Billed Magpie, Magpie",Bird,Yellowstone National Park,225,
Myotis grisescens,Gray Myotis,Mammal,Yosemite National Park,39,Endangered
Poa trivialis,"Bluegrass, Scribner Bluegrass",Vascular Plant,Great Smoky Mountains National Park,68,
Poa trivialis,Rough Bluegrass,Vascular Plant,Great Smoky Mountains National Park,68,
Luzula orestera,Sierra Woodrush,Vascular Plant,Yosemite National Park,142,
Thaspium barbinode,"Hairy-Jointed Meadow-Parsnip, Meadow-Parsnip",Vascular Plant,Yosemite National Park,152,
Physalis pubescens var. integrifolia,Husk Tomato,Vascular Plant,Great Smoky Mountains National Park,73,
Pseudotsuga menziesii var. glauca,"Blue Douglas-Fir, Colorado Douglas-Fir, Douglas-Fir, Inland Douglas-Fir, Rocky Mountain Douglas-Fir",Vascular Plant,Yellowstone National Park,241,
Hygrohypnum eugyrium,Hygrohypnum Moss,Nonvascular Plant,Great Smoky Mountains National Park,54,
Utricularia intermedia,Flatleaf Bladderwort,Vascular Plant,Great Smoky Mountains National Park,64,
Utricularia intermedia,"Flatleaf Bladderwort, Flat-Leaf Bladderwort, Mountain Bladderwort",Vascular Plant,Great Smoky Mountains National Park,64,
Notropis baileyi,Rough Shiner,Fish,Yosemite National Park,199,
Mnium hornum,Horn Calcareous Moss,Nonvascular Plant,Bryce National Park,64,
Clarkia purpurea ssp. quadrivulnera,"Winecup Clarkia, Winecup Fairyfan",Vascular Plant,Yellowstone National Park,256,
Corydalis aurea var. aurea,Golden Corydalis,Vascular Plant,Bryce National Park,127,
Mahonia repens,"Creeping Barberry, Creeping Mahonia, Oregon Grape, Trunkee Barberry",Vascular Plant,Bryce National Park,73,
Aquilegia flavescens,Yellow Columbine,Vascular Plant,Yosemite National Park,170,
Corvus brachyrhynchos,American Crow,Bird,Great Smoky Mountains National Park,46,
Dumetella carolinensis,Gray Catbird,Bird,Yosemite National Park,115,
Dumetella carolinensis,"Gray Catbird, Grey Catbird",Bird,Yosemite National Park,115,
Symphyotrichum eatonii,Eaton's Aster,Vascular Plant,Yellowstone National Park,245,
Corydalis sempervirens,Pale Corydalis,Vascular Plant,Great Smoky Mountains National Park,96,
Sorex palustris,"American Water Shrew, Northern Water Shrew, Water Shrew",Mammal,Great Smoky Mountains National Park,103,
Sorex palustris,Water Shrew,Mammal,Great Smoky Mountains National Park,103,
Sparganium androcladum,"Branching Bur-Reed, Bur-Reed",Vascular Plant,Yellowstone National Park,228,
Sagittaria australis,Longbeak Arrowhead,Vascular Plant,Great Smoky Mountains National Park,52,
Thelypteris noveboracensis,New York Fern,Vascular Plant,Bryce National Park,95,
Veronica arvensis,"Common Speedwell, Corn Speedwell, Rock Speedwell, Wall Speedwell",Vascular Plant,Yellowstone National Park,238,
Veronica arvensis,Corn Speedwell,Vascular Plant,Yellowstone National Park,238,
Styrax grandifolius,Bigleaf Snowbell,Vascular Plant,Yellowstone National Park,239,
Pinus taeda,Loblolly Pine,Vascular Plant,Bryce National Park,92,
Rudbeckia laciniata var. digitata,Cutleaf Coneflower,Vascular Plant,Yosemite National Park,177,
Lapsana communis,"Common Nipplewort, Nipplewort",Vascular Plant,Bryce National Park,97,
Ammodramus savannarum,Grasshopper Sparrow,Bird,Great Smoky Mountains National Park,58,Species of Concern
Potentilla argentea,Silver Cinquefoil,Vascular Plant,Yosemite National Park,166,
Potentilla argentea,"Silver Cinquefoil, Silver-Leaf Cinquefoil",Vascular Plant,Yosemite National Park,166,
Dryopteris celsa,Log Fern,Vascular Plant,Great Smoky Mountains National Park,75,
Polygonum aviculare,Bird Knotweed,Vascular Plant,Bryce National Park,84,
Polygonum aviculare,"Prostrate Knotweed, Yard Knotweed",Vascular Plant,Bryce National Park,84,
Ludwigia palustris,"Marsh Primrose-Willow, Marsh Seedbox",Vascular Plant,Great Smoky Mountains National Park,85,
Ludwigia palustris,Water Purslane,Vascular Plant,Great Smoky Mountains National Park,85,
Calidris fuscicollis,White-Rumped Sandpiper,Bird,Bryce National Park,118,
Plethodon,Woodland Salamanders,Amphibian,Great Smoky Mountains National Park,101,
Pluvialis dominica,"American Golden-Plover, Lesser Golden-Plover",Bird,Great Smoky Mountains National Park,54,
Barbarea vulgaris,"Garden Yellow Rocket, Garden Yellowrocket, Winter Cress, Yellow Rocket",Vascular Plant,Yosemite National Park,157,
Barbarea vulgaris,"Wintercress, Yellow Rocket",Vascular Plant,Yosemite National Park,157,
Vicia benghalensis,"Purple Vetch, Reddish Tufted Vetch",Vascular Plant,Yosemite National Park,148,
Carex prasina,Drooping Sedge,Vascular Plant,Yosemite National Park,121,
Aster eatonii,Eaton's Aster,Vascular Plant,Bryce National Park,89,
Atrichum oerstedianum,Oersted's Atrichum Moss,Nonvascular Plant,Bryce National Park,105,
Astragalus lotiflorus,"Lotus Milkvetch, Lotus Milk-Vetch, Low Milkvetch, Milkvetch",Vascular Plant,Bryce National Park,56,
Symphoricarpos rotundifolius var. rotundifolius,Roundleaf Snowberry,Vascular Plant,Yellowstone National Park,273,
